cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
137628659,Homo-PROTAC cereblon degrader 1,"Homo-PROTAC cereblon degrader 1|2244520-98-5|4,4'-(((Ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(azanediyl))bis(2-(2,6-dioxopiperidin-3-yl)isoindoline-1,3-dione)|CHEMBL4435661|EX-A3970|OUN20985|s2881|AKOS037653338|HY-111594|CS-0087832",660.6,C32H32N6O10,210,1260,0.8,48,4,12,13,"InChI=1S/C32H32N6O10/c39-23-9-7-21(27(41)35-23)37-29(43)17-3-1-5-19(25(17)31(37)45)33-11-13-47-15-16-48-14-12-34-20-6-2-4-18-26(20)32(46)38(30(18)44)22-8-10-24(40)36-28(22)42/h1-6,21-22,33-34H,7-16H2,(H,35,39,41)(H,36,40,42)",C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCCOCCOCCNC4=CC=CC5=C4C(=O)N(C5=O)C6CCC(=O)NC6=O,OXIPFLHBDVDLDS-UHFFFAOYSA-N,"2-(2,6-dioxopiperidin-3-yl)-4-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethylamino]isoindole-1,3-dione",NULL,Classification,1,NULL,20190408,A2B Chem|AA BLOCKS|AbaChemScene|AbMole Bioscience|AKos Consulting & Solutions|Ambeed|Axon Medchem|BenchChem|BLD Pharm|BOC Sciences|Chem-Space.com Database|ChEMBL|ChemShuttle|CSNpharm|Excenen Pharmatech|Lan Pharmatech|MedChemexpress MCE|MolPort|Selleck Chemicals|TargetMol (Target Molecule Corp.),Chemical Vendors|Curation Efforts|Legacy Depositors|Research and Development,NULL
138319681,PROTAC B-Raf degrader 1,PROTAC B-Raf degrader 1|AKOS037653384|HY-111758|CS-0090791|2364367-27-9,763.8,C36H37N5O12S,233,1540,2,54,4,13,15,"InChI=1S/C36H37N5O12S/c1-50-21-15-28(52-3)22(29(16-21)53-4)12-13-54(48,49)19-20-8-10-27(51-2)25(14-20)37-17-31(43)38-18-32(44)39-24-7-5-6-23-33(24)36(47)41(35(23)46)26-9-11-30(42)40-34(26)45/h5-8,10,12-16,26,37H,9,11,17-19H2,1-4H3,(H,38,43)(H,39,44)(H,40,42,45)/b13-12+",COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)NCC(=O)NC3=CC=CC4=C3C(=O)N(C4=O)C5CCC(=O)NC5=O,AMOFJSISJOOLNX-OUKQBFOZSA-N,"N-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]-2-oxoethyl]-2-[2-methoxy-5-[[(E)-2-(2,4,6-trimethoxyphenyl)ethenyl]sulfonylmethyl]anilino]acetamide",NULL,NULL,NA,NULL,20190513,A2B Chem|AA BLOCKS|AbaChemScene|AKos Consulting & Solutions|BenchChem|Chem-Space.com Database|MedChemexpress MCE|MolPort|TargetMol (Target Molecule Corp.),Chemical Vendors|Legacy Depositors,NULL
138454769,PROTAC PARP1 degrader,PROTAC PARP1 degrader|AKOS037653399|HY-114324|CS-0082106,1145.1,C58H63Cl2N11O10,232,2030,5.4,81,2,14,26,"InChI=1S/C58H63Cl2N11O10/c1-38(2)81-50-33-46(76-3)19-20-47(50)57-63-54(40-7-13-43(59)14-8-40)55(41-9-15-44(60)16-10-41)71(57)58(75)68-23-22-67(52(73)37-68)36-51(72)62-21-25-77-27-29-79-31-32-80-30-28-78-26-24-69-35-49(64-66-69)39-11-17-45(18-12-39)70-34-42-5-4-6-48(56(61)74)53(42)65-70/h4-20,33-35,38,54-55H,21-32,36-37H2,1-3H3,(H2,61,74)(H,62,72)/t54-,55+/m1/s1",CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@@H]([C@@H](N2C(=O)N3CCN(C(=O)C3)CC(=O)NCCOCCOCCOCCOCCN4C=C(N=N4)C5=CC=C(C=C5)N6C=C7C=CC=C(C7=N6)C(=O)N)C8=CC=C(C=C8)Cl)C9=CC=C(C=C9)Cl,RQWKTYKJNCZUJW-OMUYKDLESA-N,"2-[4-[1-[2-[2-[2-[2-[2-[[2-[4-[(4R,5S)-4,5-bis(4-chlorophenyl)-2-(4-methoxy-2-propan-2-yloxyphenyl)-4,5-dihydroimidazole-1-carbonyl]-2-oxopiperazin-1-yl]acetyl]amino]ethoxy]ethoxy]ethoxy]ethoxy]ethyl]triazol-4-yl]phenyl]indazole-7-carboxamide",NULL,NULL,0,NULL,20190712,AbaChemScene|AKos Consulting & Solutions|MedChemexpress MCE,Chemical Vendors,NULL
138454783,PROTAC ER Degrader-2,PROTAC ER Degrader-2|HY-128528|CS-0095385,1581.8,C89H104N12O15,358,3250,11,116,7,17,38,"InChI=1S/C89H104N12O15/c1-12-70(61-19-14-13-15-20-61)78(64-33-40-69(41-34-64)115-54-59-24-36-67(37-25-59)95-83(105)73(23-18-44-94-87(92)109)96-84(106)79(91)56(2)3)63-31-38-68(39-32-63)114-48-46-98(9)77(102)55-113-50-49-112-47-45-93-82(104)65-27-29-66(30-28-65)85(107)101-57(4)80(97-81(103)58(5)99(10)88(110)116-89(6,7)8)86(108)100(74-42-26-60(52-90)51-75(74)101)53-72-71-22-17-16-21-62(71)35-43-76(72)111-11/h13-17,19-22,24-43,51,56-58,73,79-80H,12,18,23,44-50,53-55,91H2,1-11H3,(H,93,104)(H,95,105)(H,96,106)(H,",CC/C(=C(/C1=CC=C(C=C1)OCCN(C)C(=O)COCCOCCNC(=O)C2=CC=C(C=C2)C(=O)N3[C@H]([C@@H](C(=O)N(C4=C3C=C(C=C4)C#N)CC5=C(C=CC6=CC=CC=C65)OC)NC(=O)[C@H](C)N(C)C(=O)OC(C)(C)C)C)\\C7=CC=C(C=C7)OCC8=CC=C(C=C8)NC(=O)[C@H](CCCNC(=O)N)NC(=O)[C@H](C(C)C)N)/C9=CC=CC=C9,DNJOADSQANNYAY-SCCWQXRBSA-N,"tert-butyl N-[(2S)-1-[[(3S,4S)-5-[4-[2-[2-[2-[2-[4-[(Z)-1-[4-[[4-[[(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]-5-(carbamoylamino)pentanoyl]amino]phenyl]methoxy]phenyl]-2-phenylbut-1-enyl]phenoxy]ethyl-methylamino]-2-oxoethoxy]ethoxy]ethylcarbamoyl]benzoyl]-7-cyano-1-[(2-methoxynaphthalen-1-yl)methyl]-4-methyl-2-oxo-3,4-dihydro-1,5-benzodiazepin-3-yl]amino]-1-oxopropan-2-yl]-N-methylcarbamate",NULL,NULL,0,NULL,20190712,AbaChemScene|MedChemexpress MCE,Chemical Vendors,NULL
138727281,PROTAC IRAK4 degrader-1,PROTAC IRAK4 degrader-1|SCHEMBL21106188|HY-129966|CS-0108927,904.9,C44H39F3N12O7,240,1800,3.7,66,5,16,16,"InChI=1S/C44H39F3N12O7/c45-44(46,47)37-31(53-39(62)32-22-66-41(54-32)26-13-15-48-34(17-26)51-18-24-5-6-24)21-58(56-37)28-9-7-25(8-10-28)38(61)49-14-2-16-57-20-27(52-23-57)19-50-30-4-1-3-29-36(30)43(65)59(42(29)64)33-11-12-35(60)55-40(33)63/h1,3-4,7-10,13,15,17,20-24,33,50H,2,5-6,11-12,14,16,18-19H2,(H,48,51)(H,49,61)(H,53,62)(H,55,60,63)",C1CC1CNC2=NC=CC(=C2)C3=NC(=CO3)C(=O)NC4=CN(N=C4C(F)(F)F)C5=CC=C(C=C5)C(=O)NCCCN6C=C(N=C6)CNC7=CC=CC8=C7C(=O)N(C8=O)C9CCC(=O)NC9=O,YXSXFMHKDNIZFS-UHFFFAOYSA-N,"2-[2-(cyclopropylmethylamino)pyridin-4-yl]-N-[1-[4-[3-[4-[[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]methyl]imidazol-1-yl]propylcarbamoyl]phenyl]-3-(trifluoromethyl)pyrazol-4-yl]-1,3-oxazole-4-carboxamide",NULL,Patents,1,NULL,20190720,AbaChemScene|MedChemexpress MCE|SureChEMBL,Chemical Vendors|Curation Efforts|Research and Development,NULL
138911385,PROTAC MDM2 Degrader-3,PROTAC MDM2 Degrader-3|HY-128842|CS-0100641,1437.2,C72H78Cl4N8O15,230,2520,9.9,99,0,17,30,"InChI=1S/C72H78Cl4N8O15/c1-45(2)98-59-39-55(91-5)23-25-57(59)69-77-65(47-7-15-51(73)16-8-47)67(49-11-19-53(75)20-12-49)83(69)71(89)81-29-27-79(61(85)41-81)43-63(87)96-37-35-94-33-31-93-32-34-95-36-38-97-64(88)44-80-28-30-82(42-62(80)86)72(90)84-68(50-13-21-54(76)22-14-50)66(48-9-17-52(74)18-10-48)78-70(84)58-26-24-56(92-6)40-60(58)99-46(3)4/h7-26,39-40,45-46,65-68H,27-38,41-44H2,1-6H3/t65-,66-,67+,68+/m0/s1",CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@H]([C@H](N2C(=O)N3CCN(C(=O)C3)CC(=O)OCCOCCOCCOCCOC(=O)CN4CCN(CC4=O)C(=O)N5[C@@H]([C@@H](N=C5C6=C(C=C(C=C6)OC)OC(C)C)C7=CC=C(C=C7)Cl)C8=CC=C(C=C8)Cl)C9=CC=C(C=C9)Cl)C1=CC=C(C=C1)Cl,KECKJSNYFPFODX-PINBWVOXSA-N,"2-[2-[2-[2-[2-[4-[(4S,5R)-4,5-bis(4-chlorophenyl)-2-(4-methoxy-2-propan-2-yloxyphenyl)-4,5-dihydroimidazole-1-carbonyl]-2-oxopiperazin-1-yl]acetyl]oxyethoxy]ethoxy]ethoxy]ethyl 2-[4-[(4S,5R)-4,5-bis(4-chlorophenyl)-2-(4-methoxy-2-propan-2-yloxyphenyl)-4,5-dihydroimidazole-1-carbonyl]-2-oxopiperazin-1-yl]acetate",NULL,NULL,NA,NULL,20190902,AbaChemScene|BenchChem|Chem-Space.com Database|MedChemexpress MCE|MolPort,Chemical Vendors,NULL
139035049,PROTAC SGK3 degrader-1,"PROTAC SGK3 degrader-1|SGK3 degrader-1|EX-A3963|HY-125878|CS-0102619|(2S,4R)-1-((S)-2-(tert-butyl)-18-((R)-2-(((6-(4-(2-fluoro-5-methylphenylsulfonamido)phenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl)oxy)methyl)morpholino)-4-oxo-6,9,12-trioxa-3-azaoctadecan-1-oyl)-4-hydroxy-N-(4-(4-methylthiazol-5-yl)benzyl)pyrrolidine-2-carboxamide|2381320-35-8",1157.4,C57H73FN10O11S2,298,2050,6,81,5,19,29,"InChI=1S/C57H73FN10O11S2/c1-37-10-19-46(58)48(28-37)81(73,74)66-42-17-15-41(16-18-42)52-63-53-45(31-61-65-53)55(64-52)79-34-44-33-67(21-23-78-44)20-8-6-7-9-22-75-24-25-76-26-27-77-35-49(70)62-51(57(3,4)5)56(72)68-32-43(69)29-47(68)54(71)59-30-39-11-13-40(14-12-39)50-38(2)60-36-80-50/h10-19,28,31,36,43-44,47,51,66,69H,6-9,20-27,29-30,32-35H2,1-5H3,(H,59,71)(H,62,70)(H,61,63,64,65)/t43-,44-,47+,51-/m1/s1",CC1=CC(=C(C=C1)F)S(=O)(=O)NC2=CC=C(C=C2)C3=NC4=C(C=NN4)C(=N3)OC[C@H]5CN(CCO5)CCCCCCOCCOCCOCC(=O)N[C@H](C(=O)N6C[C@@H](C[C@H]6C(=O)NCC7=CC=C(C=C7)C8=C(N=CS8)C)O)C(C)(C)C,RTFQFPZKDYMMMJ-RIAKQDHQSA-N,"(2S,4R)-1-[(2S)-2-[[2-[2-[2-[6-[(2R)-2-[[6-[4-[(2-fluoro-5-methylphenyl)sulfonylamino]phenyl]-1H-pyrazolo[3,4-d]pyrimidin-4-yl]oxymethyl]morpholin-4-yl]hexoxy]ethoxy]ethoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",NULL,NULL,NA,NULL,20190930,AbaChemScene|AbMole Bioscience|BenchChem|Chem-Space.com Database|ChemShuttle|Excenen Pharmatech|MedChemexpress MCE|MolPort|TargetMol (Target Molecule Corp.),Chemical Vendors|Legacy Depositors,NULL
139269961,PROTAC ERR(c) paragraph sign ligand 2,BCP32604|PROTAC ERR(c) paragraph sign ligand 2,445.3,C20H13F6NO4,79.6,711,5,31,1,11,6,"InChI=1S/C20H13F6NO4/c1-30-17-7-11(6-13(9-27)18(28)29)2-5-16(17)31-10-12-3-4-14(19(21,22)23)8-15(12)20(24,25)26/h2-8H,10H2,1H3,(H,28,29)",COC1=C(C=CC(=C1)C=C(C#N)C(=O)O)OCC2=C(C=C(C=C2)C(F)(F)F)C(F)(F)F,JRWKJGIKIBTXMV-UHFFFAOYSA-N,"3-[4-[[2,4-bis(trifluoromethyl)phenyl]methoxy]-3-methoxyphenyl]-2-cyanoprop-2-enoic acid",NULL,NULL,0,NULL,20191029,BioChemPartner,Chemical Vendors,NULL
142572767,PROTAC BRD4 ligand-1,PROTAC BRD4 ligand-1|HY-129939|CS-0108581|2313230-51-0,500.5,C23H18F2N4O5S,132,1020,1.2,35,2,9,4,"InChI=1S/C23H18F2N4O5S/c1-28-9-16-15-3-11(10-35(2,33)34)14(23(31)32)5-18(15)29(21-17(25)4-13(24)7-27-21)8-12-6-26-20(19(12)16)22(28)30/h3-7,9,26H,8,10H2,1-2H3,(H,31,32)",CN1C=C2C3=C(C=C(C(=C3)CS(=O)(=O)C)C(=O)O)N(CC4=CNC(=C42)C1=O)C5=C(C=C(C=N5)F)F,BSYGSSMAXOMCQE-UHFFFAOYSA-N,"8-(3,5-difluoropyridin-2-yl)-15-methyl-4-(methylsulfonylmethyl)-14-oxo-8,12,15-triazatetracyclo[8.6.1.02,7.013,17]heptadeca-1(16),2(7),3,5,10,13(17)-hexaene-5-carboxylic acid",NULL,Patents,1,NULL,20191206,A2B Chem|AA BLOCKS|AbaChemScene|BenchChem|Chem-Space.com Database|Google Patents|MedChemexpress MCE|MolPort|PATENTSCOPE (WIPO)|TargetMol (Target Molecule Corp.),Chemical Vendors|Governmental Organizations|Legacy Depositors|Research and Development,NULL
145712387,PROTAC BRD4 Degrader-3,PROTAC BRD4 Degrader-3|HY-135558|CS-0113470,1098.3,C55H65F2N9O9S2,273,2210,7.1,77,5,15,22,"InChI=1S/C55H65F2N9O9S2/c1-32-48(76-31-61-32)33-16-18-38(19-17-33)75-63-52(70)44-23-37(67)28-66(44)54(72)49(55(2,3)4)62-45(68)15-13-11-9-7-8-10-12-14-20-58-51(69)39-24-43-40(21-34(39)30-77(6,73)74)41-29-64(5)53(71)47-46(41)35(25-59-47)27-65(43)50-42(57)22-36(56)26-60-50/h16-19,21-22,24-26,29,31,37,44,49,59,67H,7-15,20,23,27-28,30H2,1-6H3,(H,58,69)(H,62,68)(H,63,70)/t37-,44-,49+/m0/s1",CC1=C(SC=N1)C2=CC=C(C=C2)ONC(=O)[C@@H]3C[C@@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCCCCCCNC(=O)C4=CC5=C(C=C4CS(=O)(=O)C)C6=CN(C(=O)C7=C6C(=CN7)CN5C8=C(C=C(C=N8)F)F)C)O,NIIZCTGOGSKWQJ-KTDCMLCKSA-N,"8-(3,5-difluoropyridin-2-yl)-N-[11-[[(2S)-1-[(2S,4S)-4-hydroxy-2-[[4-(4-methyl-1,3-thiazol-5-yl)phenoxy]carbamoyl]pyrrolidin-1-yl]-3,3-dimethyl-1-oxobutan-2-yl]amino]-11-oxoundecyl]-15-methyl-4-(methylsulfonylmethyl)-14-oxo-8,12,15-triazatetracyclo[8.6.1.02,7.013,17]heptadeca-1(16),2(7),3,5,10,13(17)-hexaene-5-carboxamide",NULL,NULL,0,NULL,20191231,AbaChemScene|MedChemexpress MCE,Chemical Vendors,NULL
145925663,PROTAC EED degrader-1,PROTAC EED degrader-1|HY-130614|CS-0109479,1054.2,C55H60FN11O8S,265,1910,6.7,76,5,16,21,"InChI=1S/C55H60FN11O8S/c1-32-40(43-27-60-54(67-30-62-65-51(43)67)59-26-42-41-20-22-74-46(41)18-17-44(42)56)16-10-36(63-32)11-19-47(69)57-21-23-73-38-12-14-39(15-13-38)75-29-48(70)64-50(55(3,4)5)53(72)66-28-37(68)24-45(66)52(71)58-25-34-6-8-35(9-7-34)49-33(2)61-31-76-49/h6-10,12-18,27,30-31,37,45,50,68H,11,19-26,28-29H2,1-5H3,(H,57,69)(H,58,71)(H,59,60)(H,64,70)/t37-,45+,50-/m1/s1",CC1=C(C=CC(=N1)CCC(=O)NCCOC2=CC=C(C=C2)OCC(=O)N[C@H](C(=O)N3C[C@@H](C[C@H]3C(=O)NCC4=CC=C(C=C4)C5=C(N=CS5)C)O)C(C)(C)C)C6=CN=C(N7C6=NN=C7)NCC8=C(C=CC9=C8CCO9)F,FSFJUWLIBSALJI-FENRPDQVSA-N,"(2S,4R)-1-[(2S)-2-[[2-[4-[2-[3-[5-[5-[(5-fluoro-2,3-dihydro-1-benzofuran-4-yl)methylamino]-[1,2,4]triazolo[4,3-c]pyrimidin-8-yl]-6-methylpyridin-2-yl]propanoylamino]ethoxy]phenoxy]acetyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",NULL,NULL,0,NULL,20200220,AbaChemScene|MedChemexpress MCE,Chemical Vendors,NULL
145925664,PROTAC EED degrader-2,PROTAC EED degrader-2|HY-130615|CS-0109486,960.1,C50H58FN11O6S,246,1730,5.7,69,5,14,19,"InChI=1S/C50H58FN11O6S/c1-29-35(38-25-55-49(62-27-57-60-46(38)62)54-24-37-36-19-21-68-41(36)17-16-39(37)51)15-13-33(58-29)14-18-42(64)52-20-7-6-8-43(65)59-45(50(3,4)5)48(67)61-26-34(63)22-40(61)47(66)53-23-31-9-11-32(12-10-31)44-30(2)56-28-69-44/h9-13,15-17,25,27-28,34,40,45,63H,6-8,14,18-24,26H2,1-5H3,(H,52,64)(H,53,66)(H,54,55)(H,59,65)/t34-,40+,45-/m1/s1",CC1=C(C=CC(=N1)CCC(=O)NCCCCC(=O)N[C@H](C(=O)N2C[C@@H](C[C@H]2C(=O)NCC3=CC=C(C=C3)C4=C(N=CS4)C)O)C(C)(C)C)C5=CN=C(N6C5=NN=C6)NCC7=C(C=CC8=C7CCO8)F,CQSOTYMFUWTIIR-HUSBZTEESA-N,"(2S,4R)-1-[(2S)-2-[5-[3-[5-[5-[(5-fluoro-2,3-dihydro-1-benzofuran-4-yl)methylamino]-[1,2,4]triazolo[4,3-c]pyrimidin-8-yl]-6-methylpyridin-2-yl]propanoylamino]pentanoylamino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[[4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]pyrrolidine-2-carboxamide",NULL,NULL,0,NULL,20200220,AbaChemScene|MedChemexpress MCE,Chemical Vendors,NULL
145925673,PROTAC CDK2/9 Degrader-1,PROTAC CDK2/9 Degrader-1|CHEMBL4642944|BDBM50537765|HY-130709|CS-0112136,815.8,C40H41N13O7,260,1620,1.3,60,7,13,14,"InChI=1S/C40H41N13O7/c54-30(42-15-14-41-27-3-1-2-25-33(27)40(60)53(39(25)59)29-8-9-31(55)49-37(29)57)10-11-32(56)52-18-16-51(17-19-52)21-23-4-6-24(7-5-23)47-38(58)34-28(20-46-50-34)48-36-26-12-13-43-35(26)44-22-45-36/h1-7,12-13,20,22,29,41H,8-11,14-19,21H2,(H,42,54)(H,46,50)(H,47,58)(H,49,55,57)(H2,43,44,45,48)",C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCCNC(=O)CCC(=O)N4CCN(CC4)CC5=CC=C(C=C5)NC(=O)C6=C(C=NN6)NC7=NC=NC8=C7C=CN8,BRYMZSSAIDEFEM-UHFFFAOYSA-N,"N-[4-[[4-[4-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethylamino]-4-oxobutanoyl]piperazin-1-yl]methyl]phenyl]-4-(7H-pyrrolo[2,3-d]pyrimidin-4-ylamino)-1H-pyrazole-5-carboxamide",NULL,Classification,1,NULL,20200220,AbaChemScene|BindingDB|ChEMBL|MedChemexpress MCE|MolPort,Chemical Vendors|Curation Efforts|Research and Development,NULL
146673056,PROTAC Bcl-xL degrader-1,PROTAC Bcl-xL degrader-1|HY-131188|CS-0130227,1514.3,C76H96ClF3N10O11S3,291,3160,11.5,104,5,20,26,"InChI=1S/C76H96ClF3N10O11S3/c1-50(81-6)70(92)84-65-31-43-101-68-47-75(4,5)69(90(68)73(65)95)72(94)83-63-15-10-12-53-44-58(25-27-62(53)63)100-42-11-16-67(91)89-40-34-86(35-41-89)33-30-56(49-102-59-13-8-7-9-14-59)82-64-28-26-60(45-66(64)103(96,97)76(78,79)80)104(98,99)85-71(93)52-19-23-57(24-20-52)88-38-36-87(37-39-88)48-54-46-74(2,3)32-29-61(54)51-17-21-55(77)22-18-51/h7-9,13-14,17-28,44-45,50,56,63,65,68-69,81-82H,10-12,15-16,29-43,46-49H2,1-6H3,(H,83,94)(H,84,92)(H,85,93)/t50-,56+,63+,65-,68-,69+/m0/s1",C[C@@H](C(=O)N[C@H]1CCO[C@H]2CC([C@H](N2C1=O)C(=O)N[C@@H]3CCCC4=C3C=CC(=C4)OCCCC(=O)N5CCN(CC5)CC[C@H](CSC6=CC=CC=C6)NC7=C(C=C(C=C7)S(=O)(=O)NC(=O)C8=CC=C(C=C8)N9CCN(CC9)CC1=C(CCC(C1)(C)C)C1=CC=C(C=C1)Cl)S(=O)(=O)C(F)(F)F)(C)C)NC,HHMCHRRZMCHLLA-PYINPHMPSA-N,"(4S,7S,9aS)-N-[(1R)-6-[4-[4-[(3R)-3-[4-[[4-[4-[[2-(4-chlorophenyl)-5,5-dimethylcyclohexen-1-yl]methyl]piperazin-1-yl]benzoyl]sulfamoyl]-2-(trifluoromethylsulfonyl)anilino]-4-phenylsulfanylbutyl]piperazin-1-yl]-4-oxobutoxy]-1,2,3,4-tetrahydronaphthalen-1-yl]-8,8-dimethyl-4-[[(2S)-2-(methylamino)propanoyl]amino]-5-oxo-2,3,4,7,9,9a-hexahydropyrrolo[2,1-b][1,3]oxazepine-7-carboxamide",NULL,NULL,0,NULL,20200702,AbaChemScene|MedChemexpress MCE,Chemical Vendors,NULL
67446188,PROTAC BET-binding moiety 2,"PROTAC BET-binding moiety 2|(S)-4-(4-chlorophenyl)-6-methoxycarbonylmethyl-3,9-dimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-2-carboxylic acid|SCHEMBL2544021|AKOS037653348|HY-43723|CS-0091199|916493-82-8",444.9,C20H17ClN4O4S,135,717,3.3,30,1,8,5,"InChI=1S/C20H17ClN4O4S/c1-9-15-16(11-4-6-12(21)7-5-11)22-13(8-14(26)29-3)18-24-23-10(2)25(18)19(15)30-17(9)20(27)28/h4-7,13H,8H2,1-3H3,(H,27,28)/t13-/m0/s1",CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)OC)C4=CC=C(C=C4)Cl)C(=O)O,LZXZWZXAVDJSIL-ZDUSSCGKSA-N,"(9S)-7-(4-chlorophenyl)-9-(2-methoxy-2-oxoethyl)-5,13-dimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaene-4-carboxylic acid",NULL,Literature|Patents,2,NULL,20121130,A2B Chem|AA BLOCKS|AbaChemScene|AKos Consulting & Solutions|BenchChem|Chem-Space.com Database|Google Patents|IBM|MedChemexpress MCE|MolPort|Nature Chemical Biology|NextMove Software|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol (Target Molecule Corp.),Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development,NULL
124190914,PROTAC BET Degrader-10,PROTAC BET Degrader-10|SCHEMBL18380105|HY-112718|CS-0062872,783.3,C39H39ClN8O6S,213,1540,3.3,55,3,10,12,"InChI=1S/C39H39ClN8O6S/c1-20-21(2)55-39-32(20)34(23-11-13-25(40)14-12-23)43-27(35-46-45-22(3)47(35)39)18-31(51)41-17-6-4-5-10-29(49)42-19-24-8-7-9-26-33(24)38(54)48(37(26)53)28-15-16-30(50)44-36(28)52/h7-9,11-14,27-28H,4-6,10,15-19H2,1-3H3,(H,41,51)(H,42,49)(H,44,50,52)/t27-,28?/m0/s1",CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)NCCCCCC(=O)NCC4=C5C(=CC=C4)C(=O)N(C5=O)C6CCC(=O)NC6=O)C7=CC=C(C=C7)Cl)C,KVKRYCAWRGWYNN-MBMZGMDYSA-N,"6-[[2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]-N-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]methyl]hexanamide",NULL,Patents,1,NULL,20170218,AbaChemScene|BenchChem|Google Patents|MedChemexpress MCE|MolPort|PATENTSCOPE (WIPO)|SureChEMBL,Chemical Vendors|Curation Efforts|Governmental Organizations|Research and Development,NULL
132260060,PROTAC BRD9-binding moiety 1,PROTAC BRD9-binding moiety 1|SCHEMBL19747295|AKOS037653347|HY-107445|CS-0028501|O=S1(CCC(CC1)NC(=N)C1=CC=2C(N(C=C(C=2S1)C1=CC(=C(OCC(=O)O)C=C1)OC)C)=O)=O,519.6,C23H25N3O7S2,185,980,1.2,35,2,9,7,"InChI=1S/C23H25N3O7S2/c1-26-11-16(13-3-4-17(18(9-13)32-2)33-12-20(27)28)21-15(23(26)29)10-19(34-21)22(24)25-14-5-7-35(30,31)8-6-14/h3-4,9-11,14H,5-8,12H2,1-2H3,(H2,24,25)(H,27,28)",CN1C=C(C2=C(C1=O)C=C(S2)C(=NC3CCS(=O)(=O)CC3)N)C4=CC(=C(C=C4)OCC(=O)O)OC,OLJITCURTVADQX-UHFFFAOYSA-N,"2-[4-[2-[N'-(1,1-dioxothian-4-yl)carbamimidoyl]-5-methyl-4-oxothieno[3,2-c]pyridin-7-yl]-2-methoxyphenoxy]acetic acid",NULL,Patents,1,NULL,20180129,AbaChemScene|AKos Consulting & Solutions|Chem-Space.com Database|Google Patents|MedChemexpress MCE|MolPort|PATENTSCOPE (WIPO)|SureChEMBL|TargetMol (Target Molecule Corp.),Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development,NULL
